id,city,neighborhood_id,rent,rent2,ave_ngbrhd_rent,one_bed,sex,race,first_name,last_name,first_meduc,first_name_freq1990,muslim,rarename,info_nil,info_pos,info_neg,weekend,pctmales,pctblack,pctblack_city,responded,pos_resp,pos_resp1,pos_resp2,pos_resp3,rel_rent,rel_rent2,male,female,white,black,blackXpct,blackXinfo_pos,blackXinfo_neg,pctXinfo_pos,pctXinfo_neg,blackXpctXinfo_pos,blackXpctXinfo_neg,treatment_id
1071,Boston,2563,950,902500,1162.5,1,M,W,Jay,Bauer,85.400002,187370,0,0,0,1,0,0,.47555703,.014299966,.065907218,0,0,0,0,0,.8172043,.66782284,1,0,1,0,0,0,0,.014299966,0,0,0,2
1072,Boston,4913,900,810000,1046.2228,1,M,W,Todd,Schroeder,87.699997,329832,0,0,1,0,0,1,.47997472,.065907218,.065907218,1,0,0,0,0,.86023742,.74000841,1,0,1,0,0,0,0,0,0,0,0,1
1073,Boston,2896,1425,2030625,1425,1,F,W,Jill,Klein,92.300003,219888,0,0,0,0,1,0,.56390768,.04954955,.065907218,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,.04954955,0,0,3
1074,Boston,4913,900,810000,1046.2228,1,F,B,Latoya,Banks,55.5,66586,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,.86023742,.74000841,0,1,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1075,Boston,4913,1200,1440000,1046.2228,1,M,W,Greg,Klein,88.300003,161045,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,1.1469833,1.3155706,1,0,1,0,0,0,0,.065907218,0,0,0,2
1076,Boston,2629,1050,1102500,991.66669,1,F,W,Emily,Schneider,96.599998,322090,0,0,1,0,0,0,.50270551,.084256634,.065907218,1,1,1,1,1,1.0588235,1.1211071,0,1,1,0,0,0,0,0,0,0,0,1
1077,Boston,2768,1050,1102500,1091,1,M,B,Kareem,Washington,67.400002,9291,1,0,0,1,0,1,.4659901,.02138456,.065907218,1,0,0,0,1,.96241981,.92625189,1,0,0,1,.02138456,1,0,.02138456,0,.02138456,0,2
1078,Boston,2752,1250,1562500,1075,1,F,W,Meredith,Schmidt,81.800003,51101,0,0,0,1,0,0,.46441516,.018286657,.065907218,1,1,1,1,1,1.1627907,1.3520821,0,1,1,0,0,0,0,.018286657,0,0,0,2
1079,Boston,4913,1600,2560000,1046.2228,1,F,W,Meredith,Bauer,81.800003,51101,0,0,0,1,0,1,.47997472,.065907218,.065907218,1,0,0,0,1,1.5293109,2.3387918,0,1,1,0,0,0,0,.065907218,0,0,0,2
1080,Boston,4913,975,950625,1046.2228,1,F,W,Anne,Erickson,93.099998,353060,0,0,0,0,1,1,.47997472,.065907218,.065907218,1,0,0,0,0,.93192387,.86848211,0,1,1,0,0,0,0,0,.065907218,0,0,3
1081,Boston,2858,1200,1440000,1225,1,M,W,Brendan,Becker,96.699997,29422,0,0,0,0,1,1,.4825851,.054032579,.065907218,1,0,0,0,0,.97959185,.95960021,1,0,1,0,0,0,0,0,.054032579,0,0,3
1082,Boston,4913,900,810000,1046.2228,1,F,W,Kristen,Schroeder,93.400002,171884,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,.86023742,.74000841,0,1,1,0,0,0,0,.065907218,0,0,0,2
1083,Boston,2740,1200,1440000,1181.25,1,F,B,Keisha,Mosley,68.800003,29422,0,0,0,1,0,1,.49862513,.050183319,.065907218,1,1,1,1,1,1.0158731,1.0319982,0,1,0,1,.050183319,1,0,.050183319,0,.050183319,0,2
1084,Boston,2886,1000,1000000,987.5,1,F,B,Latonya,Washington,31.299999,34067,0,0,0,1,0,0,.47679836,.042780749,.065907218,1,1,1,1,1,1.0126582,1.0254767,0,1,0,1,.042780749,1,0,.042780749,0,.042780749,0,2
1085,Boston,4913,1100,1210000,1046.2228,1,M,W,Todd,Schneider,87.699997,329832,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,0,0,0,0,1.0514013,1.1054446,1,0,1,0,0,0,0,.065907218,0,0,0,2
1086,Boston,2862,1200,1440000,1146,0,M,W,Brad,Schwartz,90.5,113041,0,0,0,1,0,0,.44326377,.029601518,.065907218,1,0,1,1,1,1.0471205,1.0964613,1,0,1,0,0,0,0,.029601518,0,0,0,2
1087,Boston,4913,850,722500,1046.2228,1,F,B,Latoya,Mosley,55.5,66586,0,0,0,1,0,1,.47997472,.065907218,.065907218,1,0,0,0,0,.81244648,.66006929,0,1,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1088,Boston,4913,975,950625,1046.2228,1,M,W,Neil,Becker,85.699997,102202,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,0,0,0,1,.93192387,.86848211,1,0,1,0,0,0,0,.065907218,0,0,0,2
1089,Boston,4913,900,810000,1046.2228,1,M,B,Darnell,Washington,66.099998,34067,0,0,1,0,0,1,.47997472,.065907218,.065907218,0,0,0,0,0,.86023742,.74000841,1,0,0,1,.065907218,0,0,0,0,0,0,1
1090,Boston,2628,875,765625,823.33331,1,M,W,Matthew,Erickson,93.099998,1020467,0,0,0,1,0,0,.45584726,.0058581037,.065907218,1,0,0,0,1,1.0627531,1.1294441,1,0,1,0,0,0,0,.0058581037,0,0,0,2
1091,Boston,2606,900,810000,855,1,M,B,Rasheed,Booker,77.300003,1549,1,1,0,0,1,0,.46648657,.011311836,.065907218,1,0,0,0,0,1.0526316,1.1080333,1,0,0,1,.011311836,0,1,0,.011311836,0,.011311836,3
1092,Boston,2937,1050,1102500,1026.6666,1,M,W,Brendan,Klein,96.699997,29422,0,0,0,0,1,0,.49835363,.017122161,.065907218,1,0,0,0,1,1.0227274,1.0459713,1,0,1,0,0,0,0,0,.017122161,0,0,3
1093,Boston,2714,1400,1960000,1264,1,F,W,Allison,Klein,95.699997,142463,0,0,1,0,0,0,.48274374,.039689388,.065907218,1,0,0,0,1,1.107595,1.2267666,0,1,1,0,0,0,0,0,0,0,0,1
1094,Boston,2683,800,640000,800,1,F,W,Kristen,Schneider,93.400002,171884,0,0,0,1,0,0,.49788851,.10092905,.065907218,1,0,0,0,0,1,1,0,1,1,0,0,0,0,.10092905,0,0,0,2
1095,Boston,4913,1400,1960000,1046.2228,1,M,B,Leroy,Banks,53.299999,193564,0,0,1,0,0,0,.47997472,.065907218,.065907218,0,0,0,0,0,1.3381472,1.7906379,1,0,0,1,.065907218,0,0,0,0,0,0,1
1096,Boston,2760,1000,1000000,1166.6666,1,F,W,Carrie,Schroeder,80.699997,264795,0,0,1,0,0,0,.47521755,.025160803,.065907218,1,1,1,1,1,.85714287,.73469388,0,1,1,0,0,0,0,0,0,0,0,1
1097,Boston,4913,1500,2250000,1046.2228,1,F,B,Tamika,Jefferson,61.5,34067,0,0,1,0,0,1,.47997472,.065907218,.065907218,0,0,0,0,0,1.4337291,2.0555789,0,1,0,1,.065907218,0,0,0,0,0,0,1
1098,Boston,2630,1195,1428025,1195,0,F,W,Anne,Mueller,93.099998,353060,0,0,0,1,0,1,.47539386,.047425695,.065907218,1,1,1,1,1,1,1,0,1,1,0,0,0,0,.047425695,0,0,0,2
1099,Boston,2818,1050,1102500,1050,1,M,B,Kareem,Booker,67.400002,9291,1,0,1,0,0,0,.49394768,.0068983468,.065907218,1,0,0,0,0,1,1,1,0,0,1,.0068983468,0,0,0,0,0,0,1
1100,Boston,2785,1000,1000000,1000,1,F,W,Carrie,Klein,80.699997,264795,0,0,0,1,0,0,.45533895,.019784696,.065907218,1,1,1,1,1,1,1,0,1,1,0,0,0,0,.019784696,0,0,0,2
1101,Boston,2900,1575,2480625,1362.5,1,M,B,Leroy,Booker,53.299999,193564,0,0,0,1,0,0,.5536111,.2563889,.065907218,1,1,1,1,1,1.1559633,1.3362511,1,0,0,1,.2563889,1,0,.2563889,0,.2563889,0,2
1102,Boston,4913,800,640000,1046.2228,1,M,B,Darnell,Banks,66.099998,34067,0,0,1,0,0,1,.47997472,.065907218,.065907218,1,0,0,0,0,.76465547,.58469796,1,0,0,1,.065907218,0,0,0,0,0,0,1
1103,Boston,2764,1320,1742400,1320,1,F,B,Latonya,Mosley,31.299999,34067,0,0,1,0,0,0,.44116941,.03378864,.065907218,1,1,1,1,1,1,1,0,1,0,1,.03378864,0,0,0,0,0,0,1
1104,Boston,2749,950,902500,950,1,F,W,Jill,Erickson,92.300003,219888,0,0,1,0,0,1,.4592379,.016851373,.065907218,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1105,Boston,2924,1100,1210000,1025,1,F,W,Laurie,Bauer,93.400002,176530,0,0,0,1,0,0,.47969824,.013978256,.065907218,1,1,1,1,1,1.0731708,1.1516955,0,1,1,0,0,0,0,.013978256,0,0,0,2
1106,Boston,2889,1490,2220100,1293,1,F,B,Aisha,Washington,77.199997,13937,0,0,0,1,0,1,.43772745,.0022240195,.065907218,1,1,1,1,1,1.1523589,1.327931,0,1,0,1,.0022240195,1,0,.0022240195,0,.0022240195,0,2
1107,Boston,4913,1200,1440000,1046.2228,1,M,W,Jay,Erickson,85.400002,187370,0,0,1,0,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,1.1469833,1.3155706,1,0,1,0,0,0,0,0,0,0,0,1
1108,Boston,2826,795,632025,797.5,1,M,B,Jermaine,Jefferson,57.5,43358,0,0,1,0,0,0,.46571621,.014596063,.065907218,1,1,1,1,1,.99686521,.99374026,1,0,0,1,.014596063,0,0,0,0,0,0,1
1109,Boston,2781,1200,1440000,1216.6666,0,F,B,Keisha,Booker,68.800003,29422,0,0,1,0,0,0,.46492806,.0085431654,.065907218,1,1,1,1,1,.98630142,.97279048,0,1,0,1,.0085431654,0,0,0,0,0,0,1
1110,Boston,2916,950,902500,950,1,M,B,Tremayne,Banks,,1549,0,1,0,1,0,0,.49046946,.22873279,.065907218,1,1,1,1,1,1,1,1,0,0,1,.22873279,1,0,.22873279,0,.22873279,0,2
1111,Boston,2822,1000,1000000,1000,1,M,W,Matthew,Mueller,93.099998,1020467,0,0,0,1,0,0,.4989641,.041781768,.065907218,1,1,1,1,1,1,1,1,0,1,0,0,0,0,.041781768,0,0,0,2
1112,Boston,2887,1050,1102500,1050,1,F,B,Tanisha,Mosley,64,18582,0,0,0,1,0,1,.52229297,.015736232,.065907218,1,0,0,0,0,1,1,0,1,0,1,.015736232,1,0,.015736232,0,.015736232,0,2
1113,Boston,4913,1300,1690000,1046.2228,1,F,W,Emily,Mueller,96.599998,322090,0,0,0,0,1,1,.47997472,.065907218,.065907218,1,1,1,1,1,1.2425652,1.5439682,0,1,1,0,0,0,0,0,.065907218,0,0,3
1114,Boston,2827,875,765625,837.5,1,M,W,Brett,Schneider,93.900002,128526,0,0,0,0,1,0,.47326243,.0033903529,.065907218,1,0,0,0,0,1.0447761,1.091557,1,0,1,0,0,0,0,0,.0033903529,0,0,3
1115,Boston,4913,1000,1000000,1046.2228,1,M,W,Neil,Schwartz,85.699997,102202,0,0,1,0,0,1,.47997472,.065907218,.065907218,1,1,1,1,1,.95581937,.91359067,1,0,1,0,0,0,0,0,0,0,0,1
1116,Boston,4913,900,810000,1046.2228,1,F,W,Sarah,Schroeder,97.900002,786642,0,0,1,0,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,.86023742,.74000841,0,1,1,0,0,0,0,0,0,0,0,1
1117,Boston,2923,1250,1562500,1250,1,M,B,Jermaine,Banks,57.5,43358,0,0,0,0,1,0,.43566591,.19028017,.065907218,1,0,0,0,1,1,1,1,0,0,1,.19028017,0,1,0,.19028017,0,.19028017,3
1118,Boston,2855,1100,1210000,1146.875,0,F,W,Emily,Schmidt,96.599998,322090,0,0,0,0,1,0,.44587791,.016991818,.065907218,1,1,1,1,1,.95912808,.9199267,0,1,1,0,0,0,0,0,.016991818,0,0,3
1119,Boston,4913,1500,2250000,1046.2228,1,M,B,Tyrone,Washington,64,99105,0,0,1,0,0,0,.47997472,.065907218,.065907218,1,0,1,1,1,1.4337291,2.0555789,1,0,0,1,.065907218,0,0,0,0,0,0,1
1120,Boston,4913,925,855625,1046.2228,1,F,B,Keisha,Washington,68.800003,29422,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,.88413292,.78169101,0,1,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1121,Boston,4913,1100,1210000,1046.2228,1,F,B,Latonya,Booker,31.299999,34067,0,0,0,1,0,1,.47997472,.065907218,.065907218,1,1,1,1,1,1.0514013,1.1054446,0,1,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1122,Boston,2562,1200,1440000,935,1,M,W,Todd,Schroeder,87.699997,329832,0,0,0,1,0,0,.47658247,.020153278,.065907218,0,0,0,0,0,1.2834225,1.6471733,1,0,1,0,0,0,0,.020153278,0,0,0,2
1123,Boston,4913,850,722500,1046.2228,1,F,B,Latoya,Jefferson,55.5,66586,0,0,0,1,0,1,.47997472,.065907218,.065907218,0,0,0,0,0,.81244648,.66006929,0,1,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1124,Boston,4913,1484,2202256,1046.2228,1,M,W,Brett,Bauer,93.900002,128526,0,0,1,0,0,0,.47997472,.065907218,.065907218,0,0,0,0,0,1.4184359,2.0119605,1,0,1,0,0,0,0,0,0,0,0,1
1125,Boston,4913,900,810000,1046.2228,1,F,B,Tamika,Banks,61.5,34067,0,0,0,1,0,1,.47997472,.065907218,.065907218,0,0,0,0,0,.86023742,.74000841,0,1,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1126,Boston,2897,1200,1440000,1300,0,M,B,Kareem,Booker,67.400002,9291,1,0,0,0,1,0,.57166511,.08831647,.065907218,0,0,0,0,0,.92307693,.85207099,1,0,0,1,.08831647,0,1,0,.08831647,0,.08831647,3
1127,Boston,2904,1200,1440000,1166.6666,1,F,W,Emily,Schneider,96.599998,322090,0,0,1,0,0,0,.54264873,.1285073,.065907218,1,1,1,1,1,1.0285715,1.0579593,0,1,1,0,0,0,0,0,0,0,0,1
1128,Boston,2555,815,664225,815,1,F,B,Tamika,Booker,61.5,34067,0,0,0,0,1,0,.46331236,.0029350105,.065907218,1,0,0,0,0,1,1,0,1,0,1,.0029350105,0,1,0,.0029350105,0,.0029350105,3
1129,Boston,2792,1100,1210000,1100,1,M,W,Geoffrey,Mueller,96,49552,0,0,0,0,1,0,.48786446,.0040723244,.065907218,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,.0040723244,0,0,3
1130,Boston,2606,875,765625,855,1,F,W,Allison,Kramer,95.699997,142463,0,0,0,0,1,0,.46648657,.011311836,.065907218,0,0,0,0,0,1.0233918,1.0473309,0,1,1,0,0,0,0,0,.011311836,0,0,3
1131,Boston,4913,1285,1651225,1046.2228,1,M,W,Brendan,Schroeder,96.699997,29422,0,0,0,0,1,0,.47997472,.065907218,.065907218,0,0,0,0,0,1.2282279,1.5085436,1,0,1,0,0,0,0,0,.065907218,0,0,3
1132,Boston,4913,1000,1000000,1046.2228,1,F,B,Tamika,Mosley,61.5,34067,0,0,0,1,0,1,.47997472,.065907218,.065907218,0,0,0,0,0,.95581937,.91359067,0,1,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1133,Boston,2597,800,640000,950,1,M,B,Jermaine,Jefferson,57.5,43358,0,0,1,0,0,0,.47813162,.0027600848,.065907218,1,1,1,1,1,.84210527,.70914131,1,0,0,1,.0027600848,0,0,0,0,0,0,1
1134,Boston,4913,1000,1000000,1046.2228,1,M,W,Neil,Kramer,85.699997,102202,0,0,1,0,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,.95581937,.91359067,1,0,1,0,0,0,0,0,0,0,0,1
1135,Boston,2612,1150,1322500,1175,1,F,W,Meredith,Bauer,81.800003,51101,0,0,1,0,0,0,.48184818,.01290129,.065907218,1,1,1,1,1,.97872341,.95789951,0,1,1,0,0,0,0,0,0,0,0,1
1136,Boston,2550,800,640000,875,1,F,W,Meredith,Schmidt,81.800003,51101,0,0,1,0,0,1,.49599999,.017000001,.065907218,0,0,0,0,0,.91428572,.83591837,0,1,1,0,0,0,0,0,0,0,0,1
1137,Boston,4913,1350,1822500,1046.2228,1,F,B,Kenya,Mosley,70.199997,17034,0,0,1,0,0,1,.47997472,.065907218,.065907218,0,0,0,0,0,1.2903562,1.665019,0,1,0,1,.065907218,0,0,0,0,0,0,1
1138,Boston,4913,895,801025,1046.2228,1,F,W,Anne,Bauer,93.099998,353060,0,0,0,1,0,0,.47997472,.065907218,.065907218,0,0,0,0,0,.85545832,.73180896,0,1,1,0,0,0,0,.065907218,0,0,0,2
1139,Boston,4913,995,990025,1046.2228,1,M,W,Brendan,Bauer,96.699997,29422,0,0,0,0,1,0,.47997472,.065907218,.065907218,0,0,0,0,0,.95104027,.9044776,1,0,1,0,0,0,0,0,.065907218,0,0,3
1140,Boston,2633,825,680625,825,0,F,B,Latoya,Jefferson,55.5,66586,0,0,0,1,0,0,.49726775,.040437158,.065907218,0,0,0,0,0,1,1,0,1,0,1,.040437158,1,0,.040437158,0,.040437158,0,2
1141,Boston,2700,1200,1440000,1251,1,M,W,Brad,Erickson,90.5,113041,0,0,0,1,0,0,.48196223,.047707349,.065907218,0,0,0,0,0,.95923263,.92012721,1,0,1,0,0,0,0,.047707349,0,0,0,2
1142,Boston,2714,1200,1440000,1264,1,F,B,Keisha,Mosley,68.800003,29422,0,0,1,0,0,1,.48274374,.039689388,.065907218,1,1,1,1,1,.94936711,.90129793,0,1,0,1,.039689388,0,0,0,0,0,0,1
1143,Boston,2892,1400,1960000,1175,1,M,W,Jay,Mueller,85.400002,187370,0,0,0,0,1,1,.50348902,.003220612,.065907218,0,0,0,0,0,1.1914893,1.4196469,1,0,1,0,0,0,0,0,.003220612,0,0,3
1144,Boston,4913,1250,1562500,1046.2228,1,M,B,Jermaine,Booker,57.5,43358,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,1.1947743,1.4274856,1,0,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1145,Boston,2873,1040,1081600,1206,0,F,B,Latoya,Banks,55.5,66586,0,0,0,1,0,0,.44644463,.0027002699,.065907218,1,0,0,0,0,.86235487,.74365592,0,1,0,1,.0027002699,1,0,.0027002699,0,.0027002699,0,2
1146,Boston,4913,830,688900,1046.2228,1,M,B,Darnell,Booker,66.099998,34067,0,0,0,0,1,0,.47997472,.065907218,.065907218,0,0,0,0,0,.79333007,.6293726,1,0,0,1,.065907218,0,1,0,.065907218,0,.065907218,3
1147,Boston,2900,1625,2640625,1362.5,1,M,W,Geoffrey,Schroeder,96,49552,0,0,1,0,0,0,.5536111,.2563889,.065907218,1,1,1,1,1,1.1926606,1.4224392,1,0,1,0,0,0,0,0,0,0,0,1
1148,Boston,2867,1600,2560000,1600,1,F,B,Tanisha,Washington,64,18582,0,0,1,0,0,1,.49429503,.012428688,.065907218,1,1,1,1,1,1,1,0,1,0,1,.012428688,0,0,0,0,0,0,1
1149,Boston,4913,1300,1690000,1046.2228,1,F,W,Meredith,Erickson,81.800003,51101,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,1.2425652,1.5439682,0,1,1,0,0,0,0,.065907218,0,0,0,2
1150,Boston,4913,908,824464,1046.2228,1,M,B,Rasheed,Booker,77.300003,1549,1,1,0,1,0,0,.47997472,.065907218,.065907218,0,0,0,0,0,.86788398,.75322258,1,0,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1151,Boston,2744,925,855625,887.5,1,M,B,Kareem,Booker,67.400002,9291,1,0,0,0,1,0,.52158415,.066930696,.065907218,1,1,1,1,1,1.0422535,1.0862924,1,0,0,1,.066930696,0,1,0,.066930696,0,.066930696,3
1152,Boston,2687,800,640000,933.33331,1,M,W,Neil,Erickson,85.699997,102202,0,0,0,0,1,0,.45830992,.059209295,.065907218,1,0,0,0,0,.85714287,.73469388,1,0,1,0,0,0,0,0,.059209295,0,0,3
1153,Boston,2655,925,855625,925,1,M,W,Brendan,Schroeder,96.699997,29422,0,0,0,0,1,0,.48831248,.0015080682,.065907218,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,.0015080682,0,0,3
1154,Boston,2557,1100,1210000,1000,1,M,W,Neil,Becker,85.699997,102202,0,0,0,0,1,1,.47476476,.0047048759,.065907218,0,0,0,0,0,1.1,1.21,1,0,1,0,0,0,0,0,.0047048759,0,0,3
1155,Boston,2784,1525,2325625,1522.5,1,F,B,Tanisha,Jefferson,64,18582,0,0,1,0,0,0,.45131013,.019554164,.065907218,1,1,1,1,1,1.001642,1.0032867,0,1,0,1,.019554164,0,0,0,0,0,0,1
1156,Boston,4913,1000,1000000,1046.2228,1,M,B,Jamal,Washington,73.900002,21679,0,0,0,0,1,1,.47997472,.065907218,.065907218,1,0,0,0,0,.95581937,.91359067,1,0,0,1,.065907218,0,1,0,.065907218,0,.065907218,3
1157,Boston,2662,800,640000,833.33331,0,M,W,Todd,Schroeder,87.699997,329832,0,0,0,0,1,0,.48562783,.023903176,.065907218,0,0,0,0,0,.96000004,.92160004,1,0,1,0,0,0,0,0,.023903176,0,0,3
1158,Boston,2861,1240,1537600,1481.4,1,M,B,Jamal,Washington,73.900002,21679,0,0,0,1,0,0,.56240851,.045021962,.065907218,1,1,1,1,1,.83704603,.70064604,1,0,0,1,.045021962,1,0,.045021962,0,.045021962,0,2
1159,Boston,4913,1100,1210000,1046.2228,1,M,B,Hakim,Jefferson,73.699997,1549,1,1,0,0,1,1,.47997472,.065907218,.065907218,0,0,0,0,0,1.0514013,1.1054446,1,0,0,1,.065907218,0,1,0,.065907218,0,.065907218,3
1160,Boston,2679,850,722500,1075,1,F,B,Tanisha,Booker,64,18582,0,0,1,0,0,1,.48016661,.057318524,.065907218,1,1,1,1,1,.79069769,.62520283,0,1,0,1,.057318524,0,0,0,0,0,0,1
1161,Boston,2728,1200,1440000,1225,1,F,W,Carrie,Bauer,80.699997,264795,0,0,1,0,0,0,.4524264,.01308615,.065907218,1,1,1,1,1,.97959185,.95960021,0,1,1,0,0,0,0,0,0,0,0,1
1162,Boston,4913,825,680625,1046.2228,0,M,W,Todd,Klein,87.699997,329832,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,.78855097,.62181264,1,0,1,0,0,0,0,.065907218,0,0,0,2
1163,Boston,2705,1075,1155625,1121.6666,1,F,B,Aisha,Banks,77.199997,13937,0,0,0,1,0,0,.46549949,.36354274,.065907218,1,0,0,0,0,.9583953,.91852158,0,1,0,1,.36354274,1,0,.36354274,0,.36354274,0,2
1164,Boston,2908,1000,1000000,1000,1,F,B,Ebony,Banks,65.599998,41810,0,0,0,1,0,1,.42638367,.81891453,.065907218,1,1,1,1,1,1,1,0,1,0,1,.81891453,1,0,.81891453,0,.81891453,0,2
1165,Boston,4913,975,950625,1046.2228,1,F,B,Ebony,Jefferson,65.599998,41810,0,0,1,0,0,1,.47997472,.065907218,.065907218,0,0,0,0,0,.93192387,.86848211,0,1,0,1,.065907218,0,0,0,0,0,0,1
1166,Boston,2753,950,902500,950,0,F,B,Tamika,Jefferson,61.5,34067,0,0,0,1,0,0,.45842957,.016936105,.065907218,1,1,1,1,1,1,1,0,1,0,1,.016936105,1,0,.016936105,0,.016936105,0,2
1167,Boston,4913,850,722500,1046.2228,1,M,W,Brendan,Klein,96.699997,29422,0,0,0,1,0,0,.47997472,.065907218,.065907218,0,0,0,0,0,.81244648,.66006929,1,0,1,0,0,0,0,.065907218,0,0,0,2
1168,Boston,4913,1200,1440000,1046.2228,1,F,W,Emily,Schwartz,96.599998,322090,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,1.1469833,1.3155706,0,1,1,0,0,0,0,.065907218,0,0,0,2
1169,Boston,2701,995,990025,1161.6666,0,F,W,Jill,Schwartz,92.300003,219888,0,0,1,0,0,0,.50313574,.051473197,.065907218,0,0,0,0,0,.85652798,.73364019,0,1,1,0,0,0,0,0,0,0,0,1
1170,Boston,4913,875,765625,1046.2228,1,M,B,Jermaine,Banks,57.5,43358,0,0,0,1,0,0,.47997472,.065907218,.065907218,0,0,0,0,0,.83634198,.6994679,1,0,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1171,Boston,2600,825,680625,933.33331,1,F,W,Allison,Schroeder,95.699997,142463,0,0,0,0,1,0,.48103389,.0033568311,.065907218,1,0,0,0,0,.8839286,.78132975,0,1,1,0,0,0,0,0,.0033568311,0,0,3
1172,Boston,2855,1050,1102500,1146.875,0,M,W,Brendan,Schmidt,96.699997,29422,0,0,0,1,0,0,.44587791,.016991818,.065907218,1,1,1,1,1,.91553134,.83819765,1,0,1,0,0,0,0,.016991818,0,0,0,2
1173,Boston,4913,875,765625,1046.2228,1,M,B,Darnell,Washington,66.099998,34067,0,0,0,1,0,1,.47997472,.065907218,.065907218,0,0,0,0,0,.83634198,.6994679,1,0,0,1,.065907218,1,0,.065907218,0,.065907218,0,2
1174,Boston,4913,1075,1155625,1046.2228,1,M,W,Brett,Kramer,93.900002,128526,0,0,0,1,0,0,.47997472,.065907218,.065907218,1,1,1,1,1,1.0275059,1.0557684,1,0,1,0,0,0,0,.065907218,0,0,0,2
1175,Boston,4913,850,722500,1046.2228,1,F,W,Kristen,Schmidt,93.400002,171884,0,0,0,1,0,1,.47997472,.065907218,.065907218,0,0,0,0,0,.81244648,.66006929,0,1,1,0,0,0,0,.065907218,0,0,0,2
1176,Boston,2891,900,810000,900,1,F,W,Laurie,Schwartz,93.400002,176530,0,0,0,0,1,1,.37572256,.098988436,.065907218,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,.098988436,0,0,3
1177,Boston,2871,1650,2722500,1650,1,F,B,Ebony,Jefferson,65.599998,41810,0,0,1,0,0,0,.45236883,.0061130924,.065907218,1,1,1,1,1,1,1,0,1,0,1,.0061130924,0,0,0,0,0,0,1
1178,Boston,2579,875,765625,837.5,1,M,B,Tremayne,Mosley,,1549,0,1,0,1,0,0,.49642769,.015767431,.065907218,1,1,1,1,1,1.0447761,1.091557,1,0,0,1,.015767431,1,0,.015767431,0,.015767431,0,2
1179,Boston,4913,1300,1690000,1046.2228,1,F,B,Keisha,Washington,68.800003,29422,0,0,1,0,0,1,.47997472,.065907218,.065907218,1,1,1,1,1,1.2425652,1.5439682,0,1,0,1,.065907218,0,0,0,0,0,0,1
1180,Boston,4913,825,680625,1046.2228,1,F,W,Meredith,Kramer,81.800003,51101,0,0,0,1,0,0,.47997472,.065907218,.065907218,0,0,0,0,0,.78855097,.62181264,0,1,1,0,0,0,0,.065907218,0,0,0,2
1181,Boston,2694,825,680625,850,1,F,B,Keisha,Banks,68.800003,29422,0,0,1,0,0,0,.49349836,.06908977,.065907218,0,0,0,0,0,.97058821,.94204146,0,1,0,1,.06908977,0,0,0,0,0,0,1
1182,Boston,2854,1500,2250000,1242.6364,1,F,B,Lakisha,Banks,55.599998,17034,0,0,0,1,0,1,.44936192,.029866956,.065907218,1,1,1,1,1,1.207111,1.457117,0,1,0,1,.029866956,1,0,.029866956,0,.029866956,0,2
1183,Boston,2817,875,765625,875,1,M,B,Darnell,Jefferson,66.099998,34067,0,0,1,0,0,0,.48202726,.001790387,.065907218,1,1,1,1,1,1,1,1,0,0,1,.001790387,0,0,0,0,0,0,1
1184,Boston,2761,1300,1690000,1175,1,M,W,Neil,Klein,85.699997,102202,0,0,0,1,0,0,.47469154,.019614046,.065907218,0,0,0,0,0,1.106383,1.2240833,1,0,1,0,0,0,0,.019614046,0,0,0,2
1185,Boston,2708,1499,2247001,1314.6,1,M,B,Kareem,Banks,67.400002,9291,1,0,1,0,0,1,.50620615,.14975715,.065907218,1,1,1,1,1,1.1402708,1.3002175,1,0,0,1,.14975715,0,0,0,0,0,0,1
